Song, Artist, Last Week, Peak Position, Weeks on Chart
"
Kicking Television: Live In Chicago
","
Wilco
",-,-,-
"
Most Known Unknown
","
Three 6 Mafia
",35,3,8
"
Doin' Somethin' Right
","
Billy Currington
",33,11,5
"
Now 19
","
Various Artists
 ",44,1,18
"
The Collection
","
Alanis Morissette
",-,-,-
"
Wherever You Are
","
Third Day
",28,8,3
"
X&Y
","
Coldplay
",64,1,24
"
Walk The Line
","
Soundtrack
",-,-,-
"
Crunk Hits
","
Various Artists
",-,-,-
"
Greatest Hits
","
Blink-182
",26,6,3
"
The Greatest Holiday Classics
","
Kenny G
",107,57,3
"
Trill
 ","
Bun-B
",32,6,5
"
The Way It Is
","
Keyshia Cole
",62,6,22
"
Down For Life
","
D4L
",22,22,2
"
Hero
","
 Kirk Franklin
",52,13,7
"
Guilty Pleasures
","
Barbra Streisand
",69,5,9
"
It's Time
","
Michael Buble
",71,7,41
"
Pa'l Mundo
","
Wisin & Yandel
",30,30,2
"
Something To Be Proud Of: The Best Of 1999-2005
 ","
Montgomery Gentry
",39,20,3
"
Wildflower
","
Sheryl Crow
",49,2,8
"
WOW Hits 2006
","
Various Artists
",65,58,7
"
III
","
Joe Nichols
",50,7,4
"
The Trinity
","
Sean Paul
",61,7,8
"
A Time To Love
","
Stevie Wonder
",46,5,5
"
Playing The Angel
","
Depeche Mode
",55,7,5
"
Remix City Volume 1
","
R. Kelly
",-,-,-
"
Glamorest Life
","
Trina
",63,11,7
"
Chaos And Creation In The Backyard
","
Paul McCartney
",83,6,10
"
Chicken Little
","
Soundtrack
",57,57,3
"
The Day After
","
Twista
",60,2,7
"
Bette Midler Sings The Peggy Lee Songbook
","
Bette Midler
",51,10,4
"
Tough All Over
","
Gary Allan
",53,3,6
"
WOW Christmas (Green)
","
Various Artists
",127,79,3
"
Harry Potter And The Goblet Of Fire
","
Soundtrack
",-,-,-
"
Solid Gold Hits
","
Beastie Boys
",42,42,2
"
The Peoples Champ
","
Paul Wall
",66,1,10
"
The Regis Philbin Christmas Album
","
Regis Philbin
",174,83,3
"
 Horse Of A Different Color
","
Big & Rich
",87,6,81
"
Here For The Party
","
Gretchen Wilson
",93,2,80
"
To Love Again: The Duets
","
 Chris Botti
",74,18,5
"
9.0: Live
","
Slipknot
",56,17,3
"
Forgotten Freshness: Volume 4
","
Insane Clown Posse
",-,-,-
"
Welcome To Jamrock
","
Damian "Jr. Gong" Marley
",98,7,10
"
The Long Road Home: The Ultimate John Fogerty-Creedence Collection
","
John Fogerty
",54,13,3
"
Extraordinary Machine
","
Fiona Apple
",75,7,7
"
Greatest Hits
","
Guns N' Roses
",72,3,87
"
Three Cheers For Sweet Revenge
","
My Chemical Romance
",89,28,63
"
Plans
","
Death Cab For Cutie
",77,4,12
"
Greatest Hits 2
","
Toby Keith
",84,3,54
"
Lifesong
","
Casting Crowns
",82,9,12
"
The Massacre
","
50 Cent
",67,1,38
"
Hot Fuss
","
The Killers
",80,7,75
"
After Taxes
","
Sheek Louch
",23,23,2
"
City Of Evil
","
Avenged Sevenfold
",85,30,24
"
The Road To Here
","
Little Big Town
",90,90,7
"
Kerosene
","
Miranda Lambert
",189,18,32
"
Chapter V
","
Staind
",100,1,15
"
Honkytonk University
","
 Toby Keith
",96,2,27
"
Move Along
","
The All-American Rejects
",88,6,19
"
In Between Dreams
","
Jack Johnson
",97,2,38
"
Greatest Hits: The Road Less Traveled
","
Melissa Etheridge
",81,14,7
"
Mezmerize
","
System Of A Down
",104,1,27
"
Sliver: The Best Of The Box
","
Nirvana
",70,21,3
"
Dig That Crazy Christmas
","
The Brian Setzer Orchestra
",167,110,2
"
Life
","
Ricky Martin
",78,6,6
"
Libra
","
Toni Braxton
",95,4,8
"
Prairie Wind
","
Neil Young
",86,11,8
"
The Naked Truth
","
Lil' Kim
",105,6,8
"
Anywhere But Here
","
Chris Cagle
",91,24,7
"
Wanted
","
Bow Wow
",102,3,19
"
Life Goes On
","
Terri Clark
",68,26,3
"
Us And Them
","
Shinedown
",115,23,7
"
Nothing Is Sound
","
Switchfoot
",99,3,10
"
Winter Wonderland
 ","
Point Of Grace
",160,120,2
"
Raydiation
","
Ray J
",110,48,9
"
Lyfe 268-192
","
Lyfe Jennings
",118,39,49
"
Greatest Hitz
","
Limp Bizkit
",47,47,2
"
Into The Rush
","
Aly & AJ
",114,36,14
"
Bluestars
","
Pretty Ricky
",92,16,26
"
Kidz Bop 8
","
Kidz Bop Kids
",137,6,16
"
Rent: Selections From The Original Motion Picture
","
Soundtrack
",-,-,-
"
Jason Aldean
","
Jason Aldean
",120,37,17
"
Aerial
","
Kate Bush
",48,48,2
"
The Christmas Sessions
","
MercyMe
",175,130,2
"
Make Believe
","
Weezer
",126,2,28
"
Retaliation
","
Dane Cook
",117,4,17
"
T.I.P.
","
Young Buck
",40,40,2
"
Music Of The Sun
","
Rihanna
",119,10,12
"
A Bigger Bang
","
The Rolling Stones
",106,3,11
"
Glory Train: Songs Of Faith, Worship And Praise
","
Randy Travis
",157,128,4
"
In Your Honor
","
Foo Fighters
",143,2,23
"
Rent
","
Soundtrack
",123,99,5
"
 Beautiful Soul
","
Jesse McCartney
",124,15,59
"
Life In Slow Motion
","
David Gray
",122,16,10
"
Back To Bedlam
","
James Blunt
",128,108,7
"
You Could Have It So Much Better
","
Franz Ferdinand
",103,8,7
"
Charlie, Last Name Wilson
","
Charlie Wilson
",129,10,10
"
Dark Light
","
HIM
",121,18,8
"
Fijacion Oral: Vol. 1
","
Shakira
",133,4,24
"
Out Of Exile
","
Audioslave
",130,1,26
"
Il Divo
","
Il Divo
",169,4,31
"
A Very Merry Kidz Bop
","
Kidz Bop Kids
",-,-,-
"
Live--Unplugged: Franklin, TN
","
Jeremy Camp
",111,111,2
"
Nuestro Amor
","
RBD
",125,88,7
"
Back Home
","
Eric Clapton
",-,13,9
"
U.S.A.: United State Of Atlanta
","
Ying Yang Twins
",109,2,21
"
Jasper County
","
Trisha Yearwood
",150,4,10
"
Most Known Hits
 ","
Three 6 Mafia
",-,-,-
"
There's More Where That Came From
","
Lee Ann Womack
",-,12,18
"
Celtic Woman
","
Celtic Woman
",155,75,34
"
Lifehouse
","
Lifehouse
",135,10,35
"
Who Is Mike Jones?
","
Mike Jones
",134,3,31
"
The Silence In Black And White
","
Hawthorne Heights
",139,56,48
"
The OC: Music From: Mix 5
","
Soundtrack
",108,108,2
"
Home Grown! The Beginner's Guide To Understanding The Roots Volume One
","
The Roots
",-,-,-
"
Day By Day
","
Yolanda Adams
",131,23,12
"
Good Apollo I'm Burning Star IV...
","
Coheed And Cambria
",152,7,9
"
The Pitbulls
","
Alexis & Fido
",-,-,-
"
Wicked
","
Original Broadway Cast Recording
",162,138,32
"
Madagascar
","
Soundtrack
",-,36,14
"
Live At Stubb's
","
Matisyahu
",176,167,2
"
Live: The Beautiful Soul Tour
","
Jesse McCartney
",-,-,-
"
This Woman
","
LeAnn Rimes
",140,3,43
"
Rebelde
","
RBD
",141,95,18
"
Live Like You Were Dying
","
Tim McGraw
",168,1,61
"
Rock Angelz
","
Bratz
",163,79,15
"
Mary Mary
","
Mary Mary
",158,8,18
"
Karma And Effect
","
Seether
",161,8,26
"
40 Years: A Charlie Brown Christmas
","
Various Artists
",-,-,-
"
Greatest Hits
","
Shania Twain
",196,2,54
"
So Amazing: An All-Star Tribute To Luther Vandross
","
Various Artists
",136,4,9
"
Goodies
","
Ciara
",159,3,60
"
Africa Unite: The Singles Collection
","
Bob Marley And The Wailers
",101,101,2
"
Cheetah-licious Christmas
","
The Cheetah Girls
",188,180,2
"
Vheissu
","
Thrice
",142,15,5
"
Gold
","
Sublime
",-,-,-
"
TP.3 Reloaded
","
R. Kelly
",138,1,20
"
Number Ones
","
Bee Gees
",164,23,52
"
Rockin' The Joint: Live At The Hard Rock Hotel Las Vegas
","
Aerosmith
",113,24,4
"
The Gospel
","
Soundtrack
",145,93,8
"
Home Grown! The Beginner's Guide To Understanding The Roots Volume Two
","
The Roots
",-,-,-
"
Those Were The Days
","
Dolly Parton
",153,48,6
"
Somewhere Down In Texas
","
George Strait
",-,1,20
"
Be
","
Common
",182,2,26
"
Souls Alike
","
Bonnie Raitt
",149,19,10
"
All I Really Want For Christmas
","
Steven Curtis Chapman
",-,-,-
"
Joint Venture
","
Kottonmouth Kings
",-,-,-
"
 The One
","
Frankie J
",146,3,35
"
I Gotta Make It
","
Trey Songz
",171,20,17
"
How To Dismantle An Atomic Bomb
","
U2
",-,1,40
"
Then & Now: The Hits Collection
","
Tracy Lawrence
",148,35,5
"
When The Sun Goes Down
","
Kenny Chesney
",-,1,89
"
Confessions
","
Usher
",-,1,80
"
The Body Acoustic
","
Cyndi Lauper
",112,112,2
